,player,pts,ast,trb,orb,drb,stl,blk,tov,g,mp,fg,fga,fg%,efg%,ft,fta,ft%
419,DeAndre Jordan Jr,7.9,0.4,6.0,1.9,4.1,0.2,1.3,1.6,35.0,20.1,3.2,5.2,0.62,0.62,1.5,3.4,0.44
420,Yor Anei,7.9,0.6,4.75,1.7,3.1,0.45,2.3,1.35,32.0,21.9,2.95,5.45,0.55,0.55,2.0,2.9,0.67
421,Chauncey Collins,7.9,1.45,1.9,0.35,1.55,0.5,0.05,1.3,29.0,20.15,2.15,5.85,0.35,0.46,2.25,2.9,0.75
422,Andy Osborn,7.85,1.1,4.15,1.2,2.9,0.35,0.75,0.95,28.0,19.85,2.75,6.7,0.41,0.54,0.6,0.85,0.72
423,Marshall Moses,7.85,0.55,5.57,1.88,3.7,0.35,0.38,1.38,30.25,19.9,3.2,5.85,0.54,0.55,1.45,2.12,0.62
424,Jason Dourisseau,7.82,1.15,4.0,1.72,2.28,0.7,0.25,1.85,29.25,21.58,2.82,6.22,0.45,0.48,1.82,3.28,0.54
425,Bryce Williams,7.8,2.55,2.0,0.3,1.7,1.1,0.55,2.2,26.0,23.05,2.45,6.9,0.36,0.44,1.75,2.15,0.79
426,Chris Olivier,7.8,0.3,2.9,1.1,1.8,0.1,1.0,1.0,32.0,16.2,2.9,5.7,0.52,0.52,1.9,2.9,0.64
427,Will Chavis,7.8,2.3,2.7,0.5,2.1,0.9,0.0,1.3,35.0,25.6,2.7,6.0,0.45,0.56,1.1,1.5,0.76
428,Eric Davis Jr.,7.77,0.73,2.43,0.3,2.17,0.57,0.03,0.97,30.67,24.43,2.6,7.13,0.37,0.46,1.27,1.7,0.74
429,Bryan Davis,7.75,1.02,5.52,2.02,3.52,0.85,1.12,1.83,33.75,20.52,2.78,5.4,0.49,0.49,2.22,3.65,0.64
430,Jarvis Ray,7.75,1.2,3.1,0.95,2.15,1.1,0.35,1.75,20.5,26.45,3.0,7.75,0.38,0.4,1.55,2.5,0.62
431,Will Spradling,7.7,2.5,2.33,0.4,1.9,0.98,0.08,1.2,33.5,27.62,2.3,6.05,0.38,0.5,1.68,2.1,0.81
432,Frank Richards,7.7,4.25,2.35,0.35,2.05,1.05,0.25,2.65,29.0,27.9,2.85,7.25,0.39,0.4,1.75,2.55,0.7
434,Jeremy Williams,7.7,0.8,4.6,1.8,2.7,0.7,0.8,1.5,27.0,21.4,3.0,6.1,0.49,0.51,1.5,2.4,0.61
435,Malique Trent,7.7,1.85,2.1,0.25,1.8,1.5,0.2,2.05,21.0,20.35,2.6,6.75,0.37,0.41,1.95,3.05,0.65
436,Dajuan Gordon,7.7,1.05,4.45,1.5,2.95,1.25,0.1,2.0,28.5,26.4,2.8,7.05,0.41,0.46,1.3,1.75,0.71
437,Matt Lawrence,7.68,0.7,2.22,0.48,1.75,0.73,0.08,0.68,31.25,20.27,2.58,6.02,0.41,0.56,0.62,0.8,0.77
438,Tarik Phillip,7.63,2.2,2.3,0.63,1.67,1.43,0.27,1.5,35.33,19.83,2.33,5.5,0.43,0.49,2.23,3.17,0.71
439,Kalib Boone,7.62,0.68,3.92,1.58,2.38,0.48,1.2,1.4,30.75,16.15,3.0,5.08,0.59,0.59,1.62,2.3,0.71
440,Milos Uzan,7.6,3.0,2.7,0.2,2.5,0.8,0.2,2.2,32.0,28.6,2.9,6.3,0.47,0.54,0.8,1.1,0.76
441,Jason Klotz,7.5,0.5,4.23,1.67,2.53,0.3,0.87,0.97,31.33,19.5,3.13,6.5,0.49,0.49,1.13,1.63,0.67
442,Adrick McKinney,7.5,0.8,6.4,2.4,4.0,0.6,0.4,1.6,32.0,23.9,2.6,5.9,0.45,0.45,2.3,4.3,0.52
443,Jaire Grayer,7.5,0.5,4.5,1.8,2.8,0.7,0.3,0.9,32.0,24.0,2.7,6.3,0.42,0.54,0.7,1.2,0.59
444,Tyler Harris,7.5,1.0,1.6,0.3,1.3,1.0,0.0,1.5,24.0,23.0,2.6,7.2,0.37,0.48,0.7,0.8,0.84
446,Tim Bush,7.47,1.1,4.03,1.37,2.7,0.8,0.2,1.5,22.33,25.47,2.47,6.23,0.4,0.45,1.83,2.33,0.76
447,Freddie Gillespie,7.45,0.4,6.7,3.1,3.6,0.9,1.65,0.95,28.0,23.35,3.0,5.1,0.6,0.6,1.45,2.2,0.61
448,B.J. Holmes,7.45,1.72,2.0,0.4,1.6,0.82,0.02,1.05,32.5,21.08,2.05,5.28,0.39,0.52,1.98,2.45,0.73
449,Jabarie Hinds,7.4,1.6,1.8,0.5,1.3,0.8,0.1,1.7,32.0,22.8,2.9,8.2,0.35,0.4,0.9,1.3,0.69
450,Zaire Taylor,7.4,2.95,3.05,1.1,1.95,1.65,0.25,1.15,36.0,26.85,2.45,6.1,0.4,0.48,1.65,2.25,0.72
453,Emmitt Matthews Jr.,7.4,0.85,3.65,1.38,2.28,0.52,0.32,1.08,31.0,23.3,2.7,6.32,0.42,0.47,1.4,1.88,0.75
454,Justin Gray,7.35,1.02,3.9,1.35,2.6,0.78,0.65,1.05,28.75,23.15,2.62,5.2,0.5,0.53,1.8,2.38,0.76
455,Marshall Brown,7.32,1.08,3.2,0.95,2.25,0.65,0.3,1.45,30.5,19.73,2.6,5.9,0.43,0.49,1.62,2.38,0.66
456,Dusty Hannahs,7.3,0.85,1.25,0.3,0.95,0.45,0.0,0.85,31.5,22.25,2.3,5.95,0.39,0.5,1.35,1.5,0.86
457,LaRon Dendy,7.3,0.4,3.6,1.7,2.0,0.6,1.3,0.7,24.0,16.3,2.9,4.8,0.6,0.6,1.5,3.5,0.42
458,Chris Copeland,7.3,0.98,3.7,1.2,2.52,0.38,0.78,1.23,28.25,16.6,2.47,5.75,0.41,0.49,1.35,1.9,0.67
459,Charlie Burgess,7.3,2.25,3.3,0.9,2.45,0.65,0.05,1.8,31.5,26.6,2.6,6.05,0.42,0.47,1.6,2.3,0.68
460,Tamin Lipsey,7.3,4.4,4.0,1.4,2.5,2.2,0.1,2.5,33.0,29.5,2.9,6.0,0.48,0.5,1.3,1.8,0.76
461,Remi Dibo,7.3,0.7,3.1,0.8,2.4,0.4,0.2,0.6,32.0,19.4,2.5,6.3,0.4,0.52,0.8,1.0,0.84
462,Dominique Kirk,7.28,2.88,3.18,0.3,2.82,0.98,0.25,1.32,33.0,28.78,2.3,5.62,0.41,0.53,1.38,1.92,0.7
463,Marques Hayden,7.27,1.07,5.43,2.17,3.27,0.6,0.57,1.47,24.33,22.1,2.73,5.6,0.49,0.49,1.8,2.87,0.61
464,Thomas Dziagwa,7.22,0.82,1.58,0.18,1.4,0.42,0.0,0.85,31.25,18.23,2.38,5.95,0.4,0.56,0.5,0.62,0.89
465,Dior Lowhorn,7.2,0.3,3.9,1.1,2.8,0.3,0.8,1.3,32.0,20.1,2.9,5.6,0.51,0.51,1.4,2.8,0.51
466,Selton Miguel,7.2,1.85,3.55,0.9,2.7,0.8,0.15,2.1,27.5,26.1,2.55,7.2,0.35,0.39,1.65,2.35,0.69
468,Marcus Jefferson,7.15,0.85,3.55,1.35,2.2,1.0,0.3,1.25,28.0,19.4,2.8,6.05,0.45,0.48,1.35,1.85,0.71
469,Darrell Williams,7.1,0.9,7.3,2.7,4.6,0.6,0.6,1.4,23.0,21.0,2.7,5.6,0.47,0.47,1.8,2.7,0.68
470,Cliff Alexander,7.1,0.4,5.3,2.0,3.3,0.2,1.3,1.0,28.0,17.6,2.6,4.6,0.57,0.57,1.9,2.8,0.67
471,J.T. Tiller,7.08,2.45,2.52,0.9,1.62,1.23,0.15,1.6,32.75,20.5,2.58,5.85,0.43,0.47,1.65,2.2,0.75
472,Makol Mawien,7.07,0.37,4.57,1.53,3.03,0.57,0.87,1.63,34.33,21.2,2.83,5.47,0.53,0.53,1.3,1.8,0.74
473,Jericho Sims,7.02,0.48,5.72,1.88,3.88,0.4,0.82,1.23,29.75,21.3,2.92,4.5,0.63,0.63,1.25,2.3,0.53
474,Brandon Parrish,7.02,0.8,2.72,0.75,1.98,0.5,0.3,1.02,34.0,24.48,2.45,6.18,0.4,0.5,0.95,1.6,0.61
475,Moussa Cisse,7.0,0.45,7.25,2.5,4.8,0.35,1.9,1.25,30.5,21.3,2.85,4.9,0.57,0.57,1.4,2.85,0.49
477,Toddrick Gotcher,7.0,1.74,2.88,0.72,2.12,0.66,0.3,0.94,27.2,24.5,2.16,5.28,0.4,0.48,1.7,2.38,0.73
478,Nuni Omot,6.95,1.0,2.75,0.85,1.9,0.35,0.25,1.1,29.5,17.45,2.25,4.95,0.44,0.54,1.35,1.6,0.83
479,Daniel Bobik,6.95,2.8,2.95,0.3,2.6,1.4,0.1,1.6,34.0,30.0,2.35,5.25,0.45,0.59,0.8,1.15,0.65
480,Marcus Neal,6.95,2.65,2.35,0.35,2.0,0.5,0.1,1.6,29.5,21.9,2.25,6.2,0.37,0.46,1.35,1.75,0.78
481,Jamie Vanderbeken,6.9,0.7,3.77,0.9,2.87,0.3,1.1,0.73,23.33,19.0,2.47,5.13,0.51,0.65,0.63,1.03,0.6
482,Ray Penn,6.85,2.55,1.25,0.3,1.0,0.5,0.0,1.75,23.0,26.25,2.15,6.25,0.34,0.43,1.5,1.9,0.78
483,Marcus Perry,6.85,0.95,1.75,0.45,1.3,0.5,0.15,0.75,29.5,19.25,2.15,5.55,0.38,0.53,0.75,0.85,0.85
484,Toney McCray,6.83,0.87,3.7,0.8,2.9,0.7,0.27,1.4,21.67,19.2,2.73,5.7,0.48,0.54,0.7,1.23,0.58
485,Russell Robinson,6.82,3.52,2.42,0.7,1.72,1.78,0.38,1.85,33.5,23.6,2.1,5.18,0.41,0.48,1.95,2.7,0.72
486,Matthew Mayer,6.82,0.9,3.15,0.88,2.28,0.85,0.35,0.92,31.5,15.48,2.5,6.02,0.41,0.48,0.98,1.45,0.66
487,Sek Henry,6.8,2.02,3.05,0.72,2.33,0.82,0.25,1.62,32.0,24.3,2.33,5.6,0.41,0.48,1.48,2.25,0.65
488,Christian Bishop,6.8,0.8,4.65,1.85,2.8,0.65,0.75,1.2,36.0,18.9,2.6,4.65,0.56,0.57,1.45,2.25,0.66
489,Matt Pilgrim,6.8,0.75,6.2,1.75,4.5,1.1,0.6,1.55,32.0,19.1,2.8,4.8,0.58,0.59,1.15,2.1,0.54
490,Brennon Clemmons,6.8,2.6,4.8,1.0,3.8,1.8,0.0,2.1,26.0,25.5,2.2,6.2,0.36,0.4,1.8,2.4,0.75
491,Austin Johnson,6.8,2.8,2.38,0.42,1.95,1.0,0.5,1.45,31.75,25.83,2.3,6.08,0.37,0.46,1.1,1.45,0.75
492,Solomon Young,6.78,0.4,3.88,1.46,2.46,0.58,0.62,0.86,22.8,19.78,2.72,5.1,0.54,0.56,1.32,1.7,0.75
493,Austin Dufault,6.77,0.87,3.67,1.13,2.57,0.57,0.37,1.0,33.33,24.8,2.57,5.57,0.47,0.5,1.27,1.97,0.63
494,Andy Slocum,6.75,0.5,7.2,2.3,4.85,0.3,0.2,1.15,21.0,20.65,2.75,5.6,0.49,0.49,1.3,2.25,0.58
495,Cookie Miller,6.7,3.6,2.1,0.25,1.85,1.7,0.0,2.05,30.0,27.55,2.2,5.45,0.4,0.46,1.6,2.2,0.75
496,Longar Longar,6.7,0.7,4.12,1.5,2.6,0.22,0.88,1.5,28.0,16.77,2.68,4.95,0.61,0.61,1.32,2.38,0.53
497,Miles Reynolds,6.7,1.1,2.4,0.4,2.0,0.6,0.0,1.2,34.0,20.2,2.0,4.8,0.41,0.44,2.6,3.6,0.7
498,Travis Releford,6.7,1.32,2.7,1.02,1.7,0.8,0.12,0.92,34.25,20.52,2.4,4.47,0.54,0.6,1.3,1.92,0.65
499,Jabahri Brown,6.7,1.55,5.3,1.85,3.45,1.1,1.1,1.8,28.5,23.8,2.7,6.3,0.43,0.44,1.2,1.95,0.62
500,Andre Roberson,6.7,0.9,7.8,2.8,5.0,1.3,1.1,1.2,38.0,22.3,2.7,4.6,0.58,0.62,1.1,2.0,0.55
501,Mike McGuirl,6.68,1.9,2.52,0.6,1.92,0.82,0.1,1.26,26.4,23.26,2.3,6.12,0.37,0.46,1.06,1.52,0.69
502,Karviar Shepherd,6.68,0.73,5.03,1.55,3.48,0.5,0.82,1.3,32.75,21.6,2.45,5.7,0.45,0.46,1.78,2.58,0.68
503,Jonathan Tchamwa Tchatchoua,6.63,0.53,5.53,1.83,3.67,0.5,0.47,1.03,22.0,19.53,2.63,4.53,0.58,0.61,1.07,1.33,0.8
504,Brian Williams,6.63,0.9,2.87,0.83,2.07,0.87,0.23,0.83,26.67,22.23,2.43,5.37,0.45,0.48,1.43,2.07,0.68
505,King McClure,6.62,1.3,2.55,0.55,1.98,0.82,0.12,1.18,32.25,19.8,2.3,5.57,0.42,0.53,0.88,1.23,0.72
506,D.J. Johnson,6.6,0.22,4.22,1.95,2.28,0.5,0.82,1.08,32.25,17.38,2.47,4.2,0.57,0.57,1.62,2.45,0.61
507,Matthew-Alexander Moncrieffe,6.6,0.65,4.6,1.8,2.8,0.5,0.35,1.35,29.0,18.35,2.65,5.2,0.51,0.51,1.25,2.3,0.53
509,Wesley Harris,6.6,0.6,4.05,1.35,2.7,0.65,0.4,1.25,29.5,22.9,2.0,5.4,0.38,0.45,1.7,2.4,0.71
510,Aaron Calixte,6.6,2.1,1.8,0.2,1.6,0.4,0.0,1.8,34.0,21.1,2.3,5.9,0.4,0.48,0.9,1.2,0.76
512,Jeff Withey,6.57,0.45,4.5,1.33,3.18,0.43,2.15,1.0,29.25,16.23,2.3,4.05,0.58,0.58,1.98,2.78,0.64
513,Aljaz Kunc,6.55,1.15,4.1,0.95,3.1,0.9,0.45,0.8,29.0,23.6,2.05,4.75,0.42,0.54,1.35,1.85,0.73
515,Rashard Odomes,6.52,1.08,2.8,1.12,1.65,0.48,0.1,1.0,28.25,17.85,2.48,4.92,0.49,0.51,1.48,2.5,0.58
516,Camryn Carter,6.5,1.4,3.0,0.4,2.6,0.9,0.3,1.5,36.0,26.3,2.4,6.2,0.38,0.46,0.8,1.1,0.71
518,Marcus Santos-Silva,6.5,1.1,5.25,2.35,2.85,0.7,0.95,1.35,33.0,19.15,2.75,5.05,0.55,0.55,1.0,1.85,0.53
519,David Padgett,6.5,1.1,4.5,1.6,2.8,0.4,1.4,1.6,31.0,19.2,2.7,5.2,0.53,0.53,1.0,1.5,0.68
521,Elijah Johnson,6.48,2.8,2.15,0.3,1.85,0.78,0.1,1.6,33.75,20.88,2.35,5.5,0.47,0.55,0.78,1.12,0.7
522,Brandon Richardson,6.47,1.5,2.03,0.17,1.87,1.0,0.07,1.1,29.67,20.87,1.9,4.5,0.42,0.5,1.93,2.33,0.83
523,Tommy Swanson,6.45,0.52,3.88,1.58,2.3,0.77,0.7,1.3,22.5,20.12,2.28,4.85,0.45,0.47,1.6,2.35,0.66
524,Aaron Ross,6.4,0.68,2.75,0.62,2.12,0.18,0.2,0.82,27.75,15.92,1.92,4.55,0.41,0.47,1.88,2.2,0.85
525,Jon Plefka,6.4,0.65,3.7,1.4,2.35,0.3,0.35,0.95,28.0,20.3,2.3,5.1,0.44,0.48,1.55,2.05,0.75
526,Mark Vital,6.4,1.85,6.42,2.92,3.48,1.15,0.75,1.55,31.5,25.25,2.5,5.35,0.47,0.48,1.3,2.62,0.49
527,David N'Guessan,6.4,0.8,3.5,1.4,2.1,0.7,0.5,0.9,29.0,19.5,2.7,3.8,0.71,0.73,1.0,2.1,0.47
528,Taylor Griffin,6.38,1.02,4.68,1.7,3.0,0.88,0.72,1.35,32.25,21.7,2.25,4.78,0.47,0.48,1.82,2.55,0.73
529,Akeem Wright,6.35,2.5,5.85,1.55,4.3,0.75,0.45,1.6,31.5,28.1,2.45,6.6,0.37,0.39,1.2,2.1,0.6
530,Alondes Williams,6.35,0.95,2.35,0.6,1.8,0.55,0.2,1.05,27.5,17.55,2.5,5.4,0.46,0.49,1.0,1.35,0.74
531,Matt Sayman,6.35,3.15,3.55,0.95,2.65,1.0,0.05,2.35,28.5,27.75,1.8,5.05,0.35,0.4,2.15,2.9,0.74
532,David Godbold,6.35,1.48,3.58,1.2,2.38,1.0,0.38,1.15,30.75,23.78,2.2,6.08,0.37,0.46,0.82,1.15,0.7
533,Kendric Davis,6.3,2.0,1.7,0.3,1.4,0.9,0.0,1.6,37.0,17.1,2.1,5.2,0.41,0.45,1.6,2.3,0.71
534,Kalvin Bay,6.3,1.9,1.3,0.3,1.0,0.5,0.0,2.0,27.0,21.5,1.9,5.7,0.34,0.47,0.8,1.0,0.79
535,Jaison Williams,6.3,1.85,2.65,0.5,2.2,1.2,0.1,1.15,32.0,19.95,2.0,5.5,0.36,0.48,0.95,1.1,0.89
536,Connell Crossland,6.3,0.6,5.4,2.1,3.3,0.5,0.4,1.3,32.0,23.3,2.4,5.0,0.48,0.48,1.4,2.8,0.51
537,Langston Love,6.3,0.8,2.2,0.9,1.3,0.4,0.1,0.7,30.0,16.7,2.1,4.9,0.43,0.51,1.3,1.8,0.69
538,Jalen Hill,6.28,1.0,4.18,1.12,3.0,0.65,0.42,1.05,30.5,22.88,2.2,4.38,0.48,0.51,1.6,2.08,0.73
539,Micah Peavy,6.27,1.23,3.4,1.6,1.83,0.73,0.47,1.27,31.0,20.8,2.5,5.97,0.43,0.44,1.0,1.73,0.56
543,Bryan Petersen,6.25,2.8,2.9,0.3,2.55,0.75,0.1,1.65,32.0,29.1,1.95,4.85,0.39,0.55,0.85,1.05,0.84
544,Darnell Jackson,6.25,0.45,4.6,1.6,3.0,0.5,0.32,0.95,31.25,15.48,2.3,4.0,0.56,0.56,1.68,2.42,0.68
545,Dwight Thorne II,6.22,1.35,1.98,0.25,1.7,0.68,0.05,1.25,29.25,20.75,2.02,4.8,0.4,0.48,1.32,1.62,0.79
546,Jeff Graves,6.2,0.9,5.85,1.9,3.95,0.9,0.6,1.85,34.5,19.0,2.35,4.15,0.57,0.57,1.5,2.5,0.6
547,Kai Jones,6.2,0.5,4.0,1.5,2.55,0.65,1.0,1.15,26.5,19.75,2.3,4.15,0.54,0.59,1.25,1.8,0.66
548,Edric Dennis,6.2,2.3,1.6,0.1,1.5,0.8,0.1,1.9,32.0,21.0,1.9,6.3,0.31,0.41,1.0,1.7,0.61
549,Gary Browne,6.17,1.47,2.37,0.83,1.57,0.97,0.0,1.17,32.0,20.1,1.73,4.73,0.37,0.44,2.03,2.73,0.75
550,Jase Febres,6.16,0.6,2.02,0.48,1.56,0.38,0.3,0.54,27.0,20.78,2.06,5.5,0.37,0.51,0.44,0.56,0.78
551,Julius Ashby,6.15,0.7,5.1,2.1,3.05,0.55,1.3,1.4,22.0,21.55,2.45,5.15,0.47,0.47,1.3,2.35,0.59
552,Ismael Massoud,6.1,0.4,2.25,0.6,1.65,0.45,0.3,0.65,31.5,19.8,2.0,5.3,0.38,0.49,0.95,1.1,0.89
553,Kedrian Johnson,6.1,1.8,1.73,0.43,1.3,1.23,0.1,1.47,30.33,18.93,1.7,4.2,0.4,0.46,2.2,2.8,0.73
554,Bobby Leach,6.1,3.05,2.15,0.5,1.7,0.9,0.15,1.5,29.0,21.35,1.95,4.35,0.44,0.5,1.55,2.1,0.73
555,Justin Mason,6.1,2.65,3.45,1.27,2.2,0.92,0.28,1.38,35.25,27.67,2.25,5.35,0.42,0.47,1.05,1.88,0.57
556,Tre King,6.1,0.2,4.1,1.5,2.6,0.9,0.2,0.8,23.0,17.9,2.3,4.7,0.5,0.52,1.2,1.6,0.78
557,Jayson Obazuaye,6.08,1.32,2.45,0.98,1.48,0.4,0.15,1.4,29.0,17.8,2.45,5.6,0.44,0.45,0.98,2.22,0.45
558,Jermyl Jackson-Wilson,6.03,1.23,4.8,1.77,3.03,0.77,0.8,1.73,30.0,20.93,2.4,4.67,0.51,0.51,1.3,2.1,0.6
559,Robert Lewandowski,6.02,0.8,3.55,0.9,2.65,0.28,0.8,1.2,31.5,18.42,2.55,5.05,0.5,0.5,0.88,1.35,0.64
560,Caleb Grill,6.0,1.17,2.77,0.37,2.37,0.9,0.1,0.9,29.67,23.03,2.0,5.17,0.37,0.49,0.67,0.93,0.65
562,Caleb Walker,6.0,0.8,4.5,1.3,3.2,0.6,0.2,1.3,32.0,20.7,1.9,4.2,0.46,0.54,1.5,2.2,0.71
563,Dominique Sutton,6.0,1.17,4.57,2.0,2.53,1.13,0.23,1.3,30.0,20.2,2.27,4.57,0.49,0.51,1.4,2.3,0.62
564,Matt Pressey,5.95,1.55,2.4,0.65,1.7,0.8,0.15,1.15,34.0,21.2,2.1,5.15,0.41,0.46,1.25,1.8,0.69
565,Lamar Harris,5.95,1.05,7.05,2.35,4.65,0.8,0.9,1.45,30.5,21.2,2.35,4.65,0.5,0.5,1.3,2.2,0.58
566,Sasha Kaun,5.95,0.32,3.82,1.52,2.3,0.32,1.08,0.8,33.75,16.1,2.38,4.2,0.56,0.56,1.2,2.38,0.48
567,Tavarius Shine,5.92,0.9,2.52,0.85,1.68,0.88,0.48,0.82,23.5,19.68,1.92,4.92,0.39,0.49,1.12,1.68,0.66
568,Wes Wilkinson,5.92,0.75,3.28,1.0,2.3,0.4,0.92,1.27,29.5,16.6,2.12,4.97,0.4,0.47,0.92,1.23,0.71
570,Keith Bean,5.9,0.8,4.9,1.7,3.2,0.4,0.1,1.8,28.0,21.1,2.3,3.5,0.65,0.65,1.3,2.5,0.54
571,Levi Knutson,5.9,0.98,1.88,0.3,1.58,0.42,0.02,0.73,30.75,18.42,2.05,4.55,0.43,0.52,0.88,1.08,0.83
573,Sam Grooms,5.85,4.6,2.35,0.35,1.95,0.6,0.05,1.65,31.0,26.05,1.95,5.05,0.41,0.43,1.65,2.45,0.68
574,Leandro Garcia-Morales,5.85,2.3,2.1,0.65,1.45,1.1,0.05,1.85,25.5,18.0,1.85,4.55,0.4,0.5,1.25,1.55,0.8
575,Javarez Willis,5.85,1.7,1.65,0.2,1.45,0.5,0.0,1.6,29.0,21.45,2.05,5.2,0.39,0.48,0.85,1.15,0.69
576,Tyrel Reed,5.82,1.2,1.7,0.3,1.4,0.82,0.08,0.62,33.0,17.82,1.85,4.15,0.46,0.61,0.95,1.18,0.61
577,Shane Southwell,5.82,2.12,3.1,0.72,2.38,0.68,0.62,1.32,31.5,20.55,2.12,5.3,0.39,0.44,0.88,1.27,0.71
578,Tomas Ress,5.8,0.6,3.9,1.6,2.3,0.7,0.6,1.0,25.0,21.2,2.2,4.6,0.48,0.51,1.1,1.4,0.78
579,Darrell Bowie,5.8,0.7,4.1,1.4,2.6,0.7,0.5,1.2,33.0,17.0,2.4,4.8,0.49,0.5,0.9,2.1,0.43
580,KJ Adams Jr.,5.8,1.1,2.55,1.3,1.3,0.45,0.5,0.85,36.5,16.1,2.35,3.85,0.57,0.57,1.1,1.8,0.6
581,Brandone Francis,5.8,1.1,2.15,0.4,1.8,0.6,0.15,0.8,37.5,19.7,2.1,5.4,0.4,0.5,0.45,0.8,0.55
582,Derrick Roland,5.8,1.32,2.15,0.65,1.45,0.35,0.3,1.2,25.5,18.9,2.1,4.9,0.37,0.42,1.05,1.52,0.72
583,Shaquille Cleare,5.8,0.3,3.75,1.25,2.45,0.15,0.3,0.9,33.0,16.85,2.45,4.4,0.55,0.55,1.0,1.45,0.67
584,Brian Conklin,5.75,0.9,3.0,0.9,2.15,0.4,0.25,0.9,30.5,17.45,1.9,4.35,0.42,0.58,0.55,0.6,0.92
585,Brandon Averette,5.75,2.35,1.65,0.15,1.5,0.7,0.0,1.45,34.5,17.35,2.1,5.05,0.43,0.46,1.2,1.6,0.75
586,PJ Fuller II,5.75,1.5,1.9,0.35,1.55,0.65,0.35,1.9,28.5,21.65,2.1,5.4,0.38,0.44,1.0,1.3,0.77
587,Jacob Groves,5.7,0.6,2.7,0.6,2.05,0.3,0.1,0.75,33.0,18.9,2.15,4.95,0.44,0.53,0.45,0.75,0.66
588,Ty Nurse,5.7,1.35,1.2,0.15,1.05,0.7,0.0,1.1,29.5,22.3,1.75,4.45,0.37,0.49,1.1,1.3,0.86
589,Calvin Godfrey,5.7,0.6,5.4,2.2,3.2,1.0,0.9,0.9,29.0,20.1,2.1,3.9,0.55,0.55,1.4,2.1,0.66
590,Clent Stewart,5.7,3.28,2.4,0.52,1.85,0.7,0.08,2.22,30.25,27.22,1.88,5.08,0.37,0.46,1.05,1.6,0.65
592,Khadeem Lattin,5.65,0.45,5.18,1.85,3.3,0.9,1.75,0.82,33.5,19.45,2.2,4.12,0.52,0.52,1.2,1.8,0.64
593,A.J. Walton,5.65,3.28,2.88,0.62,2.25,1.62,0.1,2.17,35.25,24.6,1.95,4.85,0.41,0.46,1.25,1.9,0.65
594,Leyton Hammonds,5.62,0.52,3.05,0.9,2.12,0.42,0.2,0.8,30.0,17.05,2.05,4.95,0.38,0.47,0.72,1.0,0.58
595,Connor Lammert,5.62,1.0,5.03,1.45,3.58,0.42,0.43,0.82,34.0,23.02,2.08,4.73,0.44,0.52,0.7,1.05,0.68
596,Kenton Paulino,5.62,1.82,1.55,0.28,1.25,0.48,0.12,1.35,26.5,17.88,1.8,4.65,0.34,0.46,0.9,1.2,0.72
597,Marcus Walker,5.6,2.2,1.1,,,0.4,0.0,2.2,33.0,17.7,1.9,5.0,0.38,0.46,1.0,1.5,0.65
598,Cezar Guerrero,5.6,1.6,1.6,0.1,1.5,0.8,0.0,1.3,32.0,18.3,2.0,5.8,0.35,0.41,0.9,1.1,0.78
599,Cheyne Gadson,5.6,3.1,2.2,0.6,1.5,0.7,0.2,2.2,31.0,19.2,1.9,5.1,0.38,0.42,1.4,1.8,0.77
600,Bobby Maze,5.6,2.1,1.9,0.7,1.1,0.5,0.1,1.4,22.0,18.6,2.4,5.3,0.45,0.46,0.7,1.0,0.7
602,Elijah Mitrou-Long,5.6,1.6,2.2,0.1,2.1,0.8,0.1,0.8,36.0,17.9,2.0,5.8,0.34,0.42,0.8,1.2,0.61
603,Chris Clarke,5.6,4.6,6.6,1.6,5.1,0.9,0.1,2.2,30.0,24.3,2.1,4.6,0.45,0.46,1.3,1.9,0.71
604,Shawn Taggart,5.6,0.3,3.6,1.8,1.8,0.5,0.3,1.3,30.0,17.7,2.1,4.7,0.45,0.45,1.4,2.0,0.7
605,Anthony Jones,5.58,0.65,3.58,1.05,2.5,0.5,0.35,0.98,32.25,20.05,2.05,4.53,0.44,0.51,0.8,1.15,0.67
606,Nathan Adrian,5.58,1.38,3.62,1.75,1.9,0.95,0.42,0.9,35.0,20.68,2.0,4.88,0.41,0.49,0.85,1.23,0.65
607,Sydmill Harris,5.57,0.5,1.27,0.6,0.63,0.23,0.07,0.77,30.33,16.17,1.77,4.6,0.38,0.52,0.77,1.03,0.73
608,Dajuan Harris Jr.,5.57,4.2,1.67,0.47,1.23,1.57,0.27,1.43,35.33,26.4,2.23,4.93,0.46,0.52,0.53,0.73,0.73
609,Blake Young,5.55,2.0,2.7,1.0,1.7,1.1,0.05,1.35,34.0,23.95,1.85,5.05,0.36,0.42,1.3,2.05,0.62
610,Darryl Dora,5.52,1.85,3.52,1.02,2.48,0.4,0.42,1.3,32.25,21.6,2.1,4.75,0.44,0.49,0.82,1.1,0.73
611,Jamaal Brown,5.5,3.1,1.6,0.5,1.0,0.8,0.0,1.9,33.0,23.7,1.7,5.1,0.34,0.45,1.0,1.4,0.76
613,Davion Bradford,5.5,0.2,3.1,1.4,1.75,0.15,0.4,1.15,29.0,17.85,2.2,3.8,0.56,0.56,1.1,1.85,0.59
615,Carl Blair,5.5,3.6,2.5,0.35,2.2,1.0,0.1,2.4,30.5,21.5,1.6,4.35,0.36,0.42,1.7,2.25,0.75
616,Tasheed Carr,5.5,1.25,2.3,0.7,1.6,0.95,0.0,1.35,26.0,18.1,1.85,5.15,0.35,0.41,1.3,1.8,0.71
