,player,pts,ast,trb,orb,drb,stl,blk,tov,g,mp,fg,fga,fg%,efg%,ft,fta,ft%
39,Jerome Randle,13.8,3.95,2.28,0.4,1.9,0.68,0.0,2.78,33.0,30.25,4.47,9.88,0.44,0.54,2.98,3.38,0.87
40,Amit Tamir,13.75,2.3,5.9,1.3,4.55,0.85,0.45,2.2,29.5,32.05,4.85,11.45,0.42,0.51,2.25,2.75,0.81
41,Tre Simmons,13.4,1.55,4.1,1.35,2.8,1.1,0.15,1.95,32.0,24.0,4.75,10.6,0.45,0.54,1.9,2.3,0.82
42,Allen Crabbe,13.4,2.0,5.3,0.6,4.7,0.9,0.5,1.5,31.0,33.8,4.5,10.1,0.45,0.55,2.4,3.0,0.8
43,Jordan Farmar,13.35,5.2,3.05,0.6,2.45,1.25,0.15,3.75,33.0,32.4,4.35,10.75,0.41,0.48,3.15,4.05,0.76
44,Jeremy Green,13.23,0.83,3.1,0.7,2.4,0.67,0.07,1.33,32.33,27.33,4.47,10.8,0.42,0.54,1.9,2.4,0.81
45,Brandon Roy,13.0,2.65,4.7,1.72,2.98,0.88,0.43,1.98,25.75,25.85,4.7,9.2,0.51,0.53,3.1,4.22,0.71
46,Quincy Pondexter,13.0,1.7,5.52,2.38,3.15,0.8,0.35,1.9,34.0,27.17,4.75,9.45,0.5,0.52,3.1,4.05,0.75
47,Brian Jackson,12.8,1.3,5.1,1.6,3.5,0.6,1.0,2.1,28.0,28.2,4.0,9.2,0.44,0.49,3.7,4.6,0.81
48,Nick DeWitz,12.8,1.7,5.3,1.75,3.55,0.95,2.05,2.65,27.0,28.35,4.95,10.0,0.49,0.55,1.8,2.85,0.63
49,Faisal Aden,12.7,1.3,3.2,0.8,2.5,1.4,0.2,2.0,33.0,25.5,4.9,11.5,0.42,0.49,1.4,1.8,0.78
50,Patrick Christopher,12.62,1.75,3.78,1.12,2.65,0.78,0.15,1.55,33.5,30.72,4.75,10.58,0.45,0.51,1.92,2.35,0.79
51,Aaron Brooks,12.55,4.0,3.35,0.72,2.65,1.08,0.12,2.6,28.75,32.02,4.15,9.7,0.42,0.51,2.55,3.1,0.82
52,Reeves Nelson,12.5,1.0,7.4,2.15,5.25,0.55,0.55,2.05,31.0,27.4,4.75,7.9,0.61,0.61,3.0,5.3,0.57
53,Jeff Ayres,12.48,0.82,7.45,2.68,4.75,0.48,1.03,1.85,31.5,30.0,4.82,8.4,0.57,0.57,2.85,3.75,0.76
54,Steve Moore,12.45,2.45,3.15,1.2,1.95,0.85,0.1,2.1,29.5,27.9,4.05,10.45,0.38,0.47,2.55,3.45,0.73
55,Taj Gibson,12.43,1.37,8.5,2.87,5.6,0.73,2.43,2.5,35.0,32.73,4.77,8.2,0.58,0.58,2.87,4.57,0.63
56,Doug Wrenn,12.4,1.9,5.8,2.0,3.8,1.0,0.9,2.6,27.0,30.6,4.9,12.0,0.4,0.42,2.3,4.4,0.53
57,Josh Shipp,12.12,1.8,4.04,1.26,2.74,1.12,0.3,1.66,28.0,29.9,4.36,9.56,0.46,0.53,2.02,2.58,0.77
58,Davon Jefferson,12.1,0.8,6.3,2.0,4.2,0.8,1.0,2.4,29.0,27.8,4.8,8.3,0.57,0.58,2.4,3.5,0.7
59,Jordan Hill,12.07,0.8,7.67,2.77,4.93,0.53,1.4,1.9,32.33,26.4,4.93,8.53,0.6,0.6,2.17,3.47,0.59
60,Bryce Taylor,11.95,1.58,3.3,1.12,2.17,0.75,0.28,1.45,29.25,29.5,4.12,9.05,0.45,0.53,2.33,3.0,0.78
61,Jamaal Williams,11.85,1.0,4.15,1.9,2.3,1.25,0.55,1.65,33.5,20.35,5.2,9.95,0.53,0.53,1.4,2.25,0.63
62,Matt Lottich,11.8,3.35,3.0,0.5,2.55,0.85,0.15,1.7,32.5,30.35,4.05,10.35,0.39,0.5,1.45,1.8,0.78
63,Thomas Kelati,11.8,2.9,3.53,0.77,2.73,1.4,0.33,2.17,28.0,33.93,4.03,9.3,0.43,0.57,1.2,1.53,0.82
64,Darren Collison,11.78,4.12,2.28,0.42,1.82,1.62,0.1,2.4,35.5,29.6,4.05,8.48,0.47,0.53,2.5,2.92,0.84
65,Lodrick Stewart,11.72,1.65,3.12,0.7,2.4,1.25,0.25,1.78,30.75,28.18,4.25,9.62,0.44,0.54,1.33,2.05,0.65
66,Trevor Ariza,11.6,2.1,6.5,2.4,4.0,1.7,0.4,3.2,25.0,31.6,4.3,10.0,0.43,0.46,2.3,4.5,0.5
67,T.J. Cummings,11.55,0.95,5.8,1.8,4.05,0.2,0.3,1.6,26.5,26.55,4.65,9.3,0.5,0.51,2.0,2.45,0.84
68,Will Conroy,11.47,5.0,3.17,1.0,2.2,0.87,0.03,2.8,30.67,28.8,3.77,8.23,0.45,0.52,2.87,3.83,0.74
69,Sasa Cuic,11.43,0.77,3.73,1.43,2.3,0.4,0.47,1.53,30.33,24.27,3.63,8.63,0.42,0.49,2.97,4.23,0.71
70,Dwight Lewis,11.2,1.52,2.68,0.52,2.15,0.9,0.1,2.02,33.25,31.05,4.0,9.68,0.41,0.47,2.05,2.82,0.71
71,Tommy Smith,11.2,2.7,6.2,2.3,4.0,0.9,2.2,3.0,32.0,29.1,4.4,8.9,0.49,0.5,2.2,3.8,0.57
72,Andre Joseph,10.95,2.35,3.75,0.95,2.85,0.75,0.15,1.7,31.5,27.7,3.75,8.45,0.44,0.55,1.65,2.2,0.74
73,Joshua Smith,10.9,0.6,6.3,3.5,2.9,0.8,1.0,1.6,33.0,21.7,4.0,7.2,0.56,0.56,2.9,4.7,0.61
74,Reggie Moore,10.9,3.8,2.7,0.5,2.1,1.1,0.0,2.4,29.5,32.65,2.95,7.6,0.38,0.45,4.1,5.3,0.77
75,Luke Walton,10.8,5.1,5.6,1.4,4.2,0.9,0.3,2.8,28.0,27.6,3.8,9.1,0.42,0.48,2.1,3.1,0.68
76,Derrick Low,10.78,2.42,1.75,0.25,1.5,1.25,0.12,1.88,28.0,32.9,3.72,8.88,0.41,0.51,1.55,1.88,0.81
77,Landry Fields,10.72,1.6,4.97,1.52,3.42,0.82,0.4,1.52,32.25,23.4,3.85,8.28,0.43,0.49,2.25,3.32,0.66
78,Jimmie Haywood,10.7,2.5,3.1,0.6,2.5,1.2,0.0,2.0,28.0,31.1,3.9,10.8,0.36,0.45,1.0,1.9,0.55
79,Rick Anderson,10.7,1.5,6.7,2.6,4.1,0.8,0.8,1.3,31.0,25.4,4.1,7.6,0.54,0.6,1.6,2.3,0.68
80,Lawrence Hill,10.65,1.42,5.03,1.62,3.45,0.65,0.68,1.35,32.75,25.18,4.0,8.5,0.45,0.5,1.82,2.6,0.71
81,Justin Dentmon,10.65,3.05,3.15,1.05,2.12,1.35,0.1,2.3,33.25,27.3,3.42,8.0,0.42,0.48,2.82,3.6,0.79
82,Justin Davis,10.6,1.2,7.2,3.2,4.0,1.0,0.35,1.95,25.0,22.4,4.05,7.2,0.56,0.56,2.45,4.1,0.6
83,James Davis,10.55,2.2,1.75,0.35,1.35,0.95,0.1,1.6,31.5,26.1,3.65,8.5,0.43,0.6,0.45,0.5,0.86
84,Theo Robertson,10.52,2.08,3.85,0.92,2.92,0.68,0.12,1.75,31.25,30.65,3.65,7.58,0.48,0.56,2.0,2.58,0.78
85,Jio Fontan,10.5,3.9,2.0,0.6,1.5,0.7,0.0,2.4,24.0,31.5,3.6,8.7,0.41,0.46,2.5,3.9,0.64
86,Kevin Kruger,10.43,3.0,2.53,0.37,2.17,1.03,0.07,1.73,29.0,28.43,2.87,7.27,0.39,0.53,2.6,3.2,0.81
87,Anthony Goods,10.42,1.58,2.52,0.45,2.08,0.52,0.02,1.72,28.75,25.78,3.28,8.45,0.38,0.49,2.17,2.82,0.76
88,Ivan Radenovic,10.4,1.52,5.58,2.28,3.32,0.85,0.35,1.9,30.5,26.28,3.6,7.72,0.46,0.49,2.75,3.42,0.78
89,Ty Abbott,10.35,1.83,3.88,0.6,3.28,1.0,0.45,1.55,32.5,30.98,3.55,8.85,0.4,0.52,1.18,1.65,0.7
90,Jeff McMillan,10.35,1.5,7.75,2.95,4.8,0.7,0.4,1.75,26.5,27.2,4.15,7.15,0.58,0.58,2.1,3.75,0.56
91,Richard Midgley,10.32,2.52,2.8,0.9,1.92,1.02,0.1,2.12,28.75,29.3,3.22,7.78,0.42,0.52,2.38,3.12,0.75
92,Nic Wise,10.3,3.2,2.15,0.22,1.92,1.38,0.08,2.05,28.75,26.72,3.18,7.68,0.39,0.47,2.65,3.15,0.8
93,Jared Cunningham,10.2,1.5,2.55,0.95,1.6,2.05,0.15,2.4,31.0,24.15,2.95,6.45,0.47,0.51,3.7,4.85,0.76
94,Chris Stephens,10.18,1.08,2.0,0.4,1.6,0.55,0.05,1.3,29.75,25.28,3.4,8.32,0.4,0.49,1.85,2.15,0.85
95,Ayinde Ubaka,10.18,3.68,2.52,0.28,2.25,0.68,0.0,1.9,27.5,31.88,3.38,8.62,0.38,0.46,2.05,2.7,0.74
96,Mustafa Shakur,10.15,5.15,3.72,0.7,3.05,1.2,0.1,2.98,32.75,31.15,3.45,7.58,0.46,0.51,2.5,3.18,0.78
97,Nikola Vucevic,10.13,1.03,7.47,2.33,5.13,0.5,1.03,1.4,29.0,26.07,3.87,7.6,0.53,0.55,1.97,2.63,0.78
98,Errick Craven,10.13,2.27,3.5,1.4,2.13,2.0,0.17,2.73,24.33,24.0,3.77,9.07,0.42,0.46,1.87,2.83,0.66
99,Ray Young,10.1,2.0,3.8,1.0,2.8,0.8,0.3,2.2,29.0,23.7,3.4,8.3,0.41,0.47,2.2,3.1,0.72
100,Ian Crosswhite,10.07,1.47,4.83,1.5,3.33,0.67,0.67,2.4,27.67,22.87,3.47,6.7,0.51,0.54,2.73,3.63,0.76
101,Calvin Haynes,10.07,1.65,2.45,0.45,2.0,0.95,0.1,1.92,30.5,25.05,3.5,8.68,0.4,0.46,1.98,2.72,0.73
102,Chris Hernandez,10.05,3.52,1.72,0.3,1.83,1.0,0.05,2.25,23.0,26.85,2.75,6.6,0.33,0.42,2.95,3.35,0.91
103,Jeff Varem,10.05,2.0,6.0,1.75,4.25,1.25,0.6,3.1,24.0,28.15,3.45,7.15,0.48,0.5,2.95,4.3,0.68
104,Trent Lockett,10.05,1.65,4.35,1.3,3.05,0.75,0.3,1.95,31.0,25.15,3.65,7.3,0.5,0.52,2.45,3.65,0.68
105,Tyler Honeycutt,10.0,2.75,6.85,1.75,5.1,1.2,1.6,2.7,29.5,31.35,3.55,8.05,0.45,0.51,1.95,2.85,0.67
106,Marquise Kately,9.9,1.3,3.3,1.35,1.95,0.5,0.15,2.25,27.5,25.45,4.2,8.6,0.49,0.5,1.25,2.5,0.52
107,Maurice Jones,9.9,3.2,2.6,0.4,2.1,2.0,0.0,2.1,34.0,34.5,3.3,8.9,0.37,0.44,2.1,3.1,0.65
108,Ryan Appleby,9.87,1.83,1.5,0.17,1.33,0.53,0.1,1.4,30.33,26.93,3.2,7.8,0.42,0.58,0.9,1.03,0.86
109,Jamal Boykin,9.77,1.1,5.63,2.1,3.53,0.53,0.3,1.13,31.0,23.7,4.07,7.47,0.54,0.55,1.53,1.97,0.78
110,Maarty Leunen,9.7,1.72,6.95,1.8,5.18,0.95,0.35,1.25,31.75,27.38,3.2,6.4,0.5,0.57,2.25,2.9,0.77
111,Marcel Jones,9.7,1.05,5.0,1.4,3.6,0.82,0.35,1.52,28.5,24.05,3.8,9.1,0.42,0.47,1.18,2.17,0.54
112,Andre Iguodala,9.65,3.5,6.65,2.15,4.45,1.55,0.5,2.15,31.0,25.65,3.35,7.9,0.42,0.45,2.45,3.35,0.73
113,Bobby Jones Jr,9.62,1.2,4.88,2.02,2.85,1.08,0.45,1.32,31.25,23.85,3.32,6.68,0.49,0.52,2.5,3.52,0.71
114,Rihards Kuksiks,9.55,1.58,2.98,0.65,2.28,0.75,0.2,1.08,30.25,26.85,3.22,7.62,0.42,0.57,0.85,1.08,0.75
115,Bryson Krueger,9.5,1.65,2.85,0.85,2.0,0.55,0.2,1.45,29.5,25.8,3.4,8.2,0.42,0.52,1.2,1.45,0.76
116,Malcolm Lee,9.47,1.9,3.0,0.87,2.2,0.77,0.2,1.7,31.33,26.2,3.27,7.33,0.46,0.5,2.23,3.17,0.63
117,Malcolm Armstead,9.45,4.35,2.75,0.7,2.05,2.15,0.05,2.6,35.0,29.6,3.85,8.6,0.44,0.48,1.15,1.6,0.71
118,Taylor Rochestie,9.4,3.7,2.73,0.47,2.27,0.77,0.0,1.67,34.0,29.5,3.1,7.23,0.44,0.53,1.93,2.33,0.82
119,Jay-R Strowbridge,9.4,1.0,2.4,0.8,1.6,0.7,0.1,0.9,39.0,25.6,3.4,8.4,0.4,0.49,1.2,1.6,0.77
120,Matt Haryasz,9.35,0.72,5.9,1.9,4.03,0.48,1.1,1.27,30.5,22.22,3.45,7.25,0.49,0.49,2.4,3.25,0.7
121,Michael Gerrity,9.3,3.6,2.7,0.2,2.5,0.8,0.3,2.0,22.0,36.4,3.0,7.5,0.4,0.45,2.5,3.5,0.74
122,Dan Grunfeld,9.25,1.33,3.22,0.95,2.28,0.48,0.12,1.12,29.0,20.52,3.15,7.1,0.42,0.47,2.3,2.98,0.77
123,Kyle Weaver,9.2,3.72,4.6,1.25,3.32,1.48,0.75,2.62,30.25,29.08,3.18,6.95,0.46,0.48,2.45,3.5,0.69
124,Rob Little,9.17,0.67,5.77,2.1,3.67,0.47,0.77,1.9,32.0,23.4,3.9,7.07,0.55,0.55,1.37,2.6,0.53
125,Rory O'Neil,9.13,0.83,4.43,1.67,2.73,0.53,1.23,1.03,28.67,24.53,3.73,8.1,0.46,0.51,0.9,1.37,0.67
126,Lazeric Jones,9.1,3.6,2.1,0.4,1.6,1.0,0.4,2.1,34.0,28.4,3.0,7.8,0.39,0.46,2.0,2.5,0.81
127,Alex Stepheson,9.1,0.25,8.2,3.3,4.9,0.25,1.35,1.65,31.0,29.35,3.7,7.25,0.51,0.51,1.65,3.3,0.5
128,DeAngelo Casto,9.03,0.67,5.93,2.03,3.87,0.73,1.73,1.83,32.33,24.37,3.43,6.37,0.54,0.54,2.17,3.53,0.62
129,E.J. Singler,8.9,1.45,4.95,1.35,3.6,0.8,0.5,1.35,35.5,27.5,2.95,6.4,0.46,0.52,2.15,2.5,0.85
130,Robin Lopez,8.85,0.75,5.6,2.55,3.05,0.35,2.35,1.65,33.5,24.25,3.5,6.9,0.51,0.51,1.9,3.1,0.6
131,Omar Wilkes,8.75,1.45,1.85,0.55,1.25,0.9,0.0,1.05,31.5,28.5,3.5,7.2,0.48,0.55,0.8,1.05,0.75
132,Daniel Hackett,8.73,3.57,3.63,0.33,3.23,1.1,0.17,2.43,33.67,30.0,2.6,5.93,0.43,0.49,2.8,3.6,0.78
133,Michael Dunigan,8.7,0.3,4.75,1.85,2.9,0.7,1.15,1.45,28.5,20.1,3.0,5.8,0.52,0.52,2.6,4.4,0.6
134,Luc Richard Mbah a Moute,8.7,1.57,7.2,2.57,4.63,1.27,0.63,1.83,35.67,29.47,3.4,6.83,0.5,0.52,1.63,2.47,0.66
135,Roydell Smiley,8.6,1.3,2.6,0.6,2.0,1.1,0.0,1.7,28.0,20.3,2.9,7.4,0.39,0.49,1.4,1.6,0.84
136,Matthew Bryan-Amaning,8.57,0.55,5.28,2.02,3.25,0.82,1.12,1.35,34.0,20.58,3.47,6.95,0.49,0.49,1.58,2.78,0.53
137,Jrue Holiday,8.5,3.7,3.8,1.3,2.5,1.6,0.5,2.1,35.0,27.1,3.2,7.1,0.45,0.5,1.3,1.8,0.73
138,J.S. Nash,8.43,3.0,3.23,0.47,2.73,1.1,0.13,2.2,28.67,28.13,2.53,6.27,0.4,0.46,2.7,3.5,0.76
139,Kyle Fogg,8.43,2.17,2.47,0.6,1.9,0.87,0.2,1.57,34.67,26.13,2.6,6.3,0.41,0.5,2.17,2.8,0.76
140,Aron Baynes,8.38,0.28,5.18,1.68,3.5,0.35,0.72,1.18,30.5,21.42,3.1,5.75,0.53,0.53,2.15,3.1,0.68
141,Shawn Redhage,8.3,1.8,3.8,1.5,2.3,0.3,0.5,1.3,32.0,18.7,2.9,5.9,0.5,0.54,2.1,2.9,0.7
