,player,pts,ast,trb,orb,drb,stl,blk,tov,g,mp,fg,fga,fg%,efg%,ft,fta,ft%
257,JJ Starling,11.2,1.1,2.8,0.5,2.3,0.7,0.3,1.5,28.0,29.7,4.5,10.6,0.42,0.46,1.3,2.1,0.64
258,Kerry Blackshear Jr.,11.2,1.4,5.97,2.17,3.83,0.67,0.7,1.43,34.33,24.8,3.97,7.37,0.54,0.56,2.93,4.17,0.68
259,Zach Auguste,11.2,0.73,7.17,2.47,4.67,0.57,0.73,1.6,34.33,23.43,4.43,7.8,0.56,0.56,2.3,3.8,0.58
260,Tyrece Radford,11.2,1.9,6.05,2.05,4.0,0.8,0.35,0.9,25.0,29.25,4.4,7.6,0.58,0.59,2.25,3.05,0.73
261,Codi Miller-McIntyre,11.15,3.78,3.75,0.92,2.8,0.8,0.1,2.17,29.25,30.78,4.18,9.72,0.43,0.46,2.22,3.53,0.62
262,Daivien Williamson,11.13,1.47,2.2,0.17,2.0,0.77,0.03,1.33,28.67,30.37,3.7,8.53,0.43,0.54,1.97,2.4,0.84
263,Tyler Zeller,11.12,0.5,5.85,2.33,3.55,0.57,0.95,1.27,29.25,20.35,4.08,7.6,0.52,0.52,3.0,3.85,0.76
264,JT Terrell,11.1,1.6,2.1,0.6,1.5,0.7,0.0,2.2,32.0,24.0,3.6,9.5,0.37,0.46,2.4,3.2,0.76
265,Nelly Cummings,11.1,4.8,2.6,0.3,2.3,0.8,0.0,2.2,36.0,32.3,3.8,9.2,0.41,0.5,1.9,2.1,0.88
266,Will Bynum,11.05,2.5,2.35,0.45,1.85,0.95,0.0,2.15,31.0,23.9,3.55,8.75,0.41,0.48,2.65,3.45,0.76
268,Evan Smotrycz,11.0,1.7,6.0,1.7,4.3,0.8,0.2,1.6,31.0,27.9,3.8,9.4,0.4,0.49,1.7,2.3,0.75
270,Justyn Mutts,10.97,3.4,7.07,1.97,5.03,1.1,0.83,2.6,30.33,30.9,4.47,8.27,0.54,0.57,1.53,2.57,0.6
271,Shane Larkin,10.95,3.55,3.15,0.55,2.65,1.8,0.1,2.1,34.0,31.0,3.7,8.45,0.42,0.5,2.15,2.65,0.82
272,Ahmed Hill,10.95,1.23,3.45,0.65,2.78,0.48,0.12,1.18,33.5,29.95,3.82,8.6,0.44,0.54,1.6,2.17,0.74
273,Tracy Smith,10.95,0.68,4.78,1.92,2.85,0.57,0.52,1.27,26.5,21.65,4.15,8.02,0.52,0.52,2.65,4.12,0.64
274,Prentiss Hubb,10.92,4.72,2.98,0.65,2.3,0.85,0.25,2.33,31.5,34.88,3.88,10.38,0.37,0.46,1.35,1.8,0.72
275,Cliff Hammonds,10.92,3.52,3.6,0.92,2.68,1.68,0.22,1.8,33.5,31.9,4.0,9.07,0.44,0.54,1.08,1.82,0.58
277,Frank Jackson,10.9,1.7,2.5,0.6,1.9,0.6,0.1,1.4,36.0,24.9,3.7,7.8,0.47,0.56,2.1,2.8,0.76
278,Deron Washington,10.88,1.48,5.35,1.9,3.45,1.2,0.9,1.72,32.0,29.15,3.9,8.3,0.47,0.49,2.7,4.42,0.6
279,Chris McCray,10.85,2.6,3.3,1.08,2.25,1.65,0.48,1.88,25.75,25.18,3.55,7.6,0.46,0.53,2.68,3.15,0.82
280,Demontez Stitt,10.85,3.3,2.75,0.7,2.02,1.32,0.35,2.52,31.5,27.92,3.62,8.43,0.43,0.48,2.72,3.7,0.74
281,Josh McRoberts,10.85,2.5,6.6,1.9,4.7,1.15,1.9,1.9,34.5,29.9,4.1,7.6,0.55,0.56,2.5,3.8,0.66
282,James Gist,10.78,1.1,5.95,1.8,4.18,0.95,1.75,1.8,32.5,24.78,4.1,8.05,0.5,0.51,2.38,3.42,0.68
283,Dane Goodwin,10.78,1.48,4.4,0.96,3.44,0.54,0.2,0.9,31.6,30.58,3.92,8.86,0.44,0.52,1.48,1.8,0.82
284,Quinn Cook,10.75,3.55,2.6,0.38,2.22,1.02,0.05,1.38,35.75,27.72,3.65,8.5,0.43,0.52,1.85,2.15,0.84
285,Andrew Carr,10.7,1.2,6.0,1.7,4.2,1.0,0.9,1.5,33.0,31.5,4.1,8.3,0.49,0.55,1.5,2.0,0.77
286,Robert Carter,10.65,1.05,7.55,1.9,5.65,0.75,1.05,1.7,27.0,26.6,4.1,9.0,0.46,0.49,1.8,2.85,0.64
287,K.J. McDaniels,10.63,0.87,4.63,1.77,2.87,0.83,1.87,1.43,31.33,23.77,3.73,8.27,0.45,0.5,2.3,3.07,0.7
288,Scott Wood,10.62,1.38,2.68,0.4,2.28,0.7,0.55,1.02,34.5,31.7,3.28,7.72,0.42,0.58,1.67,1.9,0.86
289,Jaeden Zackery,10.55,2.7,3.2,0.65,2.5,1.6,0.2,2.0,33.0,33.85,3.65,8.35,0.44,0.52,2.0,2.65,0.74
290,Chaundee Brown,10.53,1.23,4.8,1.43,3.4,0.47,0.17,1.43,28.0,26.03,3.8,8.87,0.42,0.48,1.93,2.3,0.83
291,Ben Emelogu,10.5,1.9,3.1,0.5,2.6,0.6,0.2,1.5,22.0,27.2,3.6,9.2,0.4,0.5,1.5,2.1,0.68
292,Nick Jacobs,10.5,0.3,5.8,1.8,3.9,0.4,0.7,1.4,36.0,22.7,4.4,9.3,0.48,0.48,1.6,2.1,0.78
293,Elijah Olaniyi,10.5,0.9,5.1,1.2,3.9,0.9,0.4,1.8,21.0,32.6,3.8,9.0,0.42,0.48,1.9,2.6,0.71
294,Scooter Sherrill,10.5,1.2,2.8,0.65,2.15,1.1,0.1,1.25,28.0,30.7,3.5,8.0,0.44,0.55,1.75,2.05,0.86
295,John Gillon,10.5,5.4,1.9,0.4,1.5,1.4,0.0,2.1,34.0,29.9,3.1,7.5,0.41,0.52,2.7,3.2,0.86
296,DeMarcus Nelson,10.48,1.72,4.78,1.4,3.4,1.12,0.3,2.05,31.0,25.88,3.72,7.98,0.46,0.52,2.05,3.5,0.59
297,Chris Singleton,10.47,1.5,6.23,2.03,4.27,1.9,1.43,2.4,31.67,29.13,3.6,8.57,0.42,0.48,2.17,3.6,0.59
298,Cormac Ryan,10.47,2.3,4.4,0.77,3.67,1.07,0.33,1.43,30.67,31.1,3.57,8.6,0.42,0.52,1.6,1.97,0.82
299,Au'Diese Toney,10.47,1.33,5.43,2.07,3.37,1.07,0.1,1.53,26.33,30.2,3.6,8.27,0.43,0.48,2.47,3.73,0.66
300,Corey Raji,10.42,1.25,5.72,2.75,3.0,0.65,0.12,0.98,31.5,25.58,4.12,7.88,0.53,0.56,1.8,2.75,0.65
301,Elijah Thomas,10.4,0.93,6.7,2.03,4.67,0.7,1.9,1.9,31.0,22.53,4.17,7.1,0.58,0.58,2.1,3.43,0.58
302,Glen Rice Jr.,10.4,2.17,5.13,1.73,3.43,1.3,0.6,1.93,29.0,25.6,3.87,8.77,0.44,0.51,1.57,2.53,0.6
303,Greg Elliott,10.4,1.1,4.0,0.3,3.7,0.8,0.2,0.8,36.0,29.3,3.2,7.3,0.43,0.58,1.9,2.2,0.87
304,AJ Griffin,10.4,1.0,3.9,0.8,3.2,0.5,0.6,0.6,39.0,24.0,3.7,7.6,0.49,0.61,1.1,1.4,0.79
305,John Henson,10.37,1.0,8.13,2.43,5.7,0.63,2.57,1.53,36.33,23.87,4.4,8.8,0.5,0.5,1.57,3.23,0.48
306,Deng Adel,10.37,1.83,3.93,0.6,3.3,0.5,0.23,1.63,29.67,25.1,3.63,8.3,0.44,0.5,2.03,2.67,0.77
307,James Johnson,10.37,1.17,5.97,1.97,4.0,0.93,0.93,1.83,22.33,21.97,3.83,7.6,0.34,0.37,2.13,3.3,0.65
308,Jericole Hellems,10.35,1.2,3.88,1.12,2.75,0.8,0.32,1.55,31.0,26.28,3.6,8.75,0.41,0.48,1.85,2.3,0.79
309,Brandon Costner,10.35,1.65,5.12,1.05,4.08,0.68,0.65,2.3,25.25,25.35,3.32,8.1,0.38,0.46,2.48,3.28,0.76
310,Trevon Duval,10.3,5.6,2.0,0.5,1.4,1.5,0.1,2.8,37.0,29.8,4.0,9.4,0.43,0.47,1.4,2.4,0.6
311,Quincy Guerrier,10.3,0.7,6.85,2.3,4.6,0.65,0.95,1.2,30.0,26.6,3.8,7.7,0.5,0.52,2.2,3.45,0.64
312,Jeremy Roach,10.3,3.03,2.37,0.53,1.83,0.83,0.03,1.93,31.67,30.0,3.77,8.7,0.43,0.5,1.63,2.2,0.74
313,Chey Christie,10.3,2.25,2.8,1.15,1.65,1.25,0.15,2.2,28.0,29.1,3.55,8.85,0.4,0.46,2.15,3.1,0.69
314,David Collins,10.3,2.3,6.9,1.1,5.8,1.6,0.2,1.9,32.0,28.8,3.6,7.0,0.51,0.55,2.5,4.1,0.6
315,Scottie Barnes,10.3,4.1,4.0,1.5,2.5,1.5,0.5,2.5,24.0,24.8,4.1,8.1,0.5,0.53,1.7,2.8,0.62
316,Matt Humphrey,10.3,1.6,3.4,0.7,2.7,1.1,0.3,2.0,31.0,30.2,3.5,10.0,0.35,0.44,1.6,2.6,0.61
317,Damari Monsanto,10.3,0.7,3.5,0.7,2.9,0.9,0.2,1.1,22.0,20.1,3.45,8.3,0.41,0.57,0.8,1.0,0.73
318,Nik Popovic,10.25,1.1,5.52,1.85,3.7,0.52,0.6,1.75,28.0,23.75,4.12,8.4,0.49,0.51,1.68,2.45,0.65
319,Mfiondu Kabengele,10.2,0.3,5.25,2.0,3.3,0.5,1.2,1.15,35.5,18.2,3.45,6.95,0.5,0.53,2.8,3.9,0.71
320,Coron Williams,10.2,1.2,2.2,0.4,1.7,0.7,0.1,0.3,33.0,25.2,3.5,7.6,0.47,0.61,0.9,1.1,0.84
321,Davon Reed,10.2,1.67,3.65,0.65,2.98,0.88,0.35,1.42,32.75,28.08,3.35,7.75,0.43,0.53,2.02,2.6,0.76
322,Sean Pedulla,10.2,2.55,2.4,0.3,2.1,0.9,0.1,1.5,35.0,24.25,3.5,8.3,0.42,0.52,1.75,2.0,0.88
323,Von Wafer,10.2,1.4,2.2,0.35,1.8,0.9,0.25,1.4,30.5,21.8,3.55,8.7,0.4,0.5,1.3,1.95,0.66
324,Moses Wright,10.18,1.17,5.52,1.7,3.88,0.78,0.95,1.62,27.75,25.2,4.2,8.57,0.46,0.47,1.58,2.58,0.58
325,Kennedy Meeks,10.18,1.0,7.2,2.8,4.42,0.68,1.05,1.3,36.0,21.12,4.18,7.52,0.55,0.55,1.82,2.88,0.63
326,Wendell Moore Jr.,10.17,3.0,4.77,1.33,3.4,1.17,0.2,2.1,29.33,28.5,3.67,8.13,0.44,0.49,2.07,2.53,0.82
327,Avry Holmes,10.15,1.95,2.6,0.5,2.05,1.1,0.0,1.05,32.0,28.85,3.0,7.65,0.39,0.52,2.25,3.0,0.77
328,P.J. Hairston,10.15,1.1,3.25,1.35,1.9,0.85,0.3,0.9,35.5,18.3,3.15,8.15,0.37,0.48,2.0,2.5,0.81
329,Donte Grantham,10.12,1.98,4.97,1.4,3.6,0.88,0.75,1.5,28.5,30.42,3.72,8.65,0.42,0.51,1.27,1.72,0.73
330,Nate Laszewski,10.12,0.72,5.9,1.02,4.9,0.36,0.5,0.92,31.4,26.82,3.4,6.92,0.48,0.59,1.82,2.36,0.77
331,Taron Downey,10.1,3.2,2.77,0.43,2.37,0.87,0.1,2.0,31.67,29.3,3.17,7.23,0.44,0.55,2.2,2.6,0.86
332,Cameron Johnson,10.1,1.6,3.58,0.98,2.6,0.64,0.28,0.94,27.0,23.72,3.44,7.72,0.43,0.55,1.44,1.78,0.76
333,Michael James,10.1,1.1,3.3,0.7,2.6,0.5,0.4,2.0,32.0,31.0,3.3,7.3,0.45,0.53,2.3,3.0,0.78
334,Lance Terry,10.1,1.2,2.8,0.5,2.3,0.6,0.2,0.9,29.0,29.6,3.7,8.7,0.42,0.51,1.2,1.5,0.81
335,Christen Cunningham,10.1,4.8,2.2,0.2,2.0,0.5,0.1,2.0,33.0,31.4,3.3,7.1,0.47,0.53,2.6,3.4,0.78
336,Okaro White,10.07,0.68,5.05,1.83,3.22,0.77,0.75,1.58,34.75,24.52,3.35,6.78,0.49,0.52,2.88,3.62,0.8
337,Gavin Grant,10.07,2.55,4.22,1.05,3.15,0.55,0.42,2.52,33.0,25.8,3.3,7.22,0.45,0.49,2.88,3.95,0.71
338,Jason Rich,10.05,1.7,3.25,0.95,2.25,1.0,0.25,1.92,32.25,27.58,3.9,8.43,0.46,0.49,1.8,2.35,0.76
339,Ed Davis,10.05,0.8,8.1,2.55,5.55,0.4,2.25,1.55,30.5,23.35,3.7,6.65,0.55,0.55,2.6,4.1,0.62
340,Pete Nance,10.0,1.7,6.0,1.2,4.8,0.3,1.1,1.7,30.0,30.1,3.3,7.7,0.42,0.49,2.4,2.9,0.82
341,Ilian Evtimov,10.0,2.53,4.0,1.17,2.87,1.23,0.1,2.03,32.33,29.7,3.23,7.17,0.45,0.56,1.87,2.3,0.81
342,Engin Atsur,10.0,3.15,2.88,0.65,2.25,1.35,0.1,1.8,29.75,32.28,3.28,7.5,0.44,0.56,1.52,2.02,0.75
343,Dejan Vasiljevic,10.0,0.77,3.12,0.5,2.65,0.5,0.05,0.65,32.0,26.5,3.42,8.35,0.4,0.53,1.05,1.2,0.87
344,Marcus Carr,10.0,4.0,2.8,0.3,2.6,0.6,0.1,2.8,32.0,28.6,3.3,8.4,0.4,0.46,2.3,2.8,0.82
345,James Banks III,10.0,1.2,7.65,2.7,4.95,0.75,2.5,2.15,31.0,29.8,3.75,6.9,0.54,0.54,2.45,3.7,0.66
346,Dwayne Collins,9.95,0.88,7.02,2.98,4.05,0.68,0.75,1.78,31.5,23.7,3.68,6.52,0.56,0.56,2.55,4.55,0.56
347,Derryck Thornton,9.9,2.95,2.3,0.35,2.0,0.95,0.2,2.45,32.5,28.7,3.45,9.05,0.38,0.43,2.05,2.75,0.74
348,Steve Vasturia,9.9,2.35,3.02,0.6,2.4,0.92,0.12,1.35,34.25,31.58,3.4,7.8,0.43,0.52,1.72,2.05,0.83
349,Marcus Hammond,9.9,1.6,2.6,0.4,2.2,0.5,0.3,1.0,24.0,25.4,3.7,8.0,0.46,0.56,0.8,1.2,0.69
350,Cameron Wright,9.9,2.75,3.15,0.55,2.5,1.6,0.35,1.55,31.0,29.3,4.05,8.9,0.46,0.47,1.55,2.6,0.59
351,Nahiem Alleyne,9.83,1.53,2.57,0.17,2.47,0.6,0.1,1.13,30.0,28.5,3.2,8.3,0.39,0.49,1.67,2.1,0.81
352,Alexander Johnson,9.83,0.67,5.3,1.77,3.57,0.9,0.7,2.57,30.67,21.07,3.33,6.47,0.52,0.52,3.0,4.53,0.65
353,Garrison Brooks,9.82,1.3,6.12,2.35,3.75,0.52,0.52,1.35,33.25,25.12,3.88,7.38,0.53,0.53,2.08,3.32,0.62
354,Mouhamadou Gueye,9.8,1.1,6.3,1.7,4.5,0.6,2.1,1.6,32.0,29.2,3.5,8.0,0.44,0.52,1.5,1.9,0.77
355,Nassir Little,9.8,0.7,4.6,1.6,3.0,0.5,0.5,1.3,36.0,18.2,3.6,7.6,0.48,0.5,2.1,2.8,0.77
356,Mason Plumlee,9.78,1.48,7.68,2.33,5.3,0.8,1.4,2.0,35.25,25.78,3.68,6.48,0.56,0.56,2.33,4.05,0.55
357,Al-Amir Dawes,9.77,2.23,2.53,0.23,2.33,0.93,0.07,1.9,29.33,28.33,3.23,8.07,0.4,0.52,1.33,1.63,0.79
358,Brevin Galloway,9.75,1.85,1.95,0.2,1.75,1.0,0.2,1.4,28.5,27.0,3.3,8.9,0.37,0.47,1.55,1.8,0.82
359,Omer Yurtseven,9.7,0.85,5.55,2.1,3.5,0.35,1.25,1.25,27.5,21.35,4.05,7.6,0.51,0.53,1.25,1.95,0.67
360,Javon Franklin,9.7,2.2,8.1,3.2,4.9,1.4,1.6,1.3,32.0,27.3,4.0,6.7,0.59,0.59,1.8,2.7,0.65
361,Shawan Robinson,9.7,2.33,2.35,0.48,1.88,1.02,0.02,2.22,30.0,23.45,3.22,8.05,0.41,0.52,1.6,1.92,0.81
362,Bernard James,9.7,0.35,7.0,2.65,4.35,0.8,2.35,1.8,34.5,24.55,3.95,6.3,0.63,0.63,1.75,3.35,0.53
363,Rasheed Sulaimon,9.67,2.03,2.6,0.4,2.2,0.87,0.07,1.23,30.0,24.7,3.1,7.5,0.41,0.5,2.17,2.87,0.75
364,D.J. Strawberry Jr,9.62,2.72,3.05,0.85,2.2,1.78,0.4,2.15,27.75,26.05,3.38,7.42,0.46,0.5,2.25,3.55,0.63
365,Luke Maye,9.62,1.52,6.55,2.05,4.53,0.52,0.48,1.27,35.25,20.65,3.75,8.15,0.45,0.49,1.42,2.1,0.6
366,Aamir Simms,9.62,1.72,5.35,1.78,3.62,0.68,0.78,1.62,30.5,25.82,3.62,7.45,0.48,0.54,1.48,2.0,0.71
367,Noah Locke,9.6,1.0,2.3,0.4,1.9,0.4,0.1,1.0,32.0,26.1,3.4,9.6,0.36,0.47,0.6,0.9,0.71
368,Chris Duhon,9.6,6.25,3.65,0.75,2.85,2.05,0.2,2.9,35.0,35.7,3.4,8.15,0.42,0.47,1.9,2.65,0.7
369,Vernon Hamilton,9.6,3.15,3.15,0.7,2.4,2.12,0.05,2.75,31.75,28.52,3.62,8.28,0.43,0.47,1.72,3.12,0.54
370,Reggie Bullock,9.6,1.63,4.8,1.5,3.27,0.9,0.2,0.9,33.33,23.77,3.5,8.03,0.43,0.54,0.83,1.2,0.69
371,Markell Johnson,9.57,5.15,3.0,0.55,2.45,1.4,0.25,2.45,30.0,27.22,3.45,7.93,0.43,0.51,1.42,2.25,0.63
372,Joe Rahon,9.55,3.45,3.3,0.55,2.85,0.9,0.1,1.95,32.5,34.45,3.15,7.85,0.4,0.49,1.8,2.5,0.73
373,Andre Young,9.5,2.65,2.08,0.48,1.6,1.45,0.02,1.25,32.25,27.0,3.12,7.8,0.4,0.52,1.38,1.78,0.74
374,Ty Jerome,9.5,3.63,2.97,0.27,2.73,1.17,0.03,1.37,35.0,26.2,3.4,7.87,0.44,0.55,1.1,1.4,0.81
375,Day'Ron Sharpe,9.5,1.4,7.6,3.3,4.2,0.8,0.9,2.0,29.0,19.2,3.9,7.4,0.52,0.52,1.8,3.5,0.5
376,Jamar Smith,9.5,0.75,6.35,2.1,4.25,0.5,0.8,1.65,31.0,22.4,3.9,8.9,0.45,0.45,1.55,3.25,0.51
377,Miles Kelly,9.45,0.9,2.4,0.25,2.15,0.6,0.1,1.05,31.5,23.5,3.35,8.1,0.41,0.52,1.0,1.2,0.81
378,David Johnson,9.45,3.0,4.3,1.0,3.3,0.9,0.3,2.55,23.0,25.55,3.65,8.4,0.45,0.5,1.2,1.8,0.65
379,Steven Enoch,9.45,0.3,5.4,1.5,3.9,0.25,0.6,1.2,32.5,19.75,3.65,7.0,0.52,0.55,1.8,2.35,0.78
380,Quentin Snider,9.43,3.22,2.33,0.55,1.78,0.55,0.0,1.27,32.75,26.9,3.18,8.18,0.38,0.47,1.62,2.15,0.72
381,Terance Mann,9.4,1.92,5.03,1.9,3.15,0.8,0.25,1.38,35.0,25.72,3.6,6.55,0.56,0.58,1.83,2.72,0.64
382,Tyrese Proctor,9.4,3.3,3.1,0.5,2.6,0.6,0.1,1.6,36.0,29.4,3.2,8.4,0.38,0.46,1.7,1.9,0.87
383,Jarell Eddie,9.4,1.1,4.5,0.82,3.68,0.32,0.48,1.45,30.75,25.28,3.02,7.9,0.39,0.48,1.78,2.22,0.79
384,Deon Thompson,9.35,0.75,4.9,1.92,2.97,0.8,0.95,1.35,38.0,21.38,3.8,7.72,0.5,0.5,1.68,2.6,0.65
386,Chris Clarke,9.33,2.6,6.53,1.5,5.03,1.07,0.13,1.93,26.33,25.07,3.33,6.1,0.54,0.56,2.47,3.73,0.66
387,M.J. Walker,9.32,1.68,2.03,0.32,1.7,0.78,0.22,1.78,30.0,24.72,3.0,7.78,0.38,0.48,1.85,2.35,0.78
388,Danny Green,9.32,1.72,4.03,1.38,2.62,1.08,1.05,1.42,36.25,19.65,3.32,7.35,0.45,0.53,1.42,1.62,0.84
390,Ryan Harrow,9.3,3.3,1.9,0.5,1.4,0.8,0.1,1.8,29.0,23.0,3.3,8.5,0.39,0.42,2.3,2.7,0.87
391,Dallas Walton,9.3,1.1,5.2,1.0,4.2,0.4,1.4,1.0,35.0,25.7,3.4,6.4,0.54,0.58,1.8,2.5,0.72
394,John Mooney,9.28,0.92,7.35,2.0,5.32,0.65,0.5,0.75,28.0,20.38,3.5,7.55,0.5,0.58,1.5,2.2,0.73
395,Konstantinos Mitoglou,9.27,0.67,5.37,1.73,3.6,0.53,0.7,1.33,32.0,23.57,3.0,7.03,0.43,0.52,1.93,2.57,0.76
396,Nick Faust,9.23,2.2,3.8,0.83,2.97,1.07,0.33,2.17,34.0,26.97,3.07,7.9,0.39,0.45,2.07,3.0,0.69
397,Justin Anderson,9.2,1.83,3.5,0.77,2.77,0.67,0.83,1.27,32.67,24.47,3.03,7.0,0.43,0.5,2.07,2.77,0.75
398,Cliff Crawford,9.2,4.2,4.5,1.0,3.5,2.1,0.3,2.8,31.0,32.9,3.4,6.5,0.53,0.56,1.9,2.9,0.65
399,Ja'Quan Newton,9.2,2.48,2.38,0.45,1.9,0.78,0.12,2.1,31.75,23.52,3.28,7.38,0.44,0.46,2.38,3.45,0.67
400,Patrick Williams,9.2,1.0,4.0,1.3,2.7,1.0,1.0,1.7,29.0,22.5,3.3,7.1,0.46,0.5,2.1,2.6,0.84
401,Taurean Thompson,9.2,0.6,3.8,1.4,2.4,0.7,1.0,1.3,34.0,17.9,3.8,7.0,0.55,0.55,1.4,2.2,0.64
402,Ishmael Smith,9.18,5.03,3.7,0.6,3.1,1.27,0.18,2.88,30.25,30.2,3.75,8.85,0.43,0.46,1.08,2.22,0.51
403,Mark Williams,9.15,0.8,5.95,2.25,3.7,0.55,2.1,0.9,31.0,19.4,4.0,5.75,0.69,0.69,1.2,1.9,0.63
404,James Mays,9.1,1.6,6.05,2.75,3.35,1.48,0.95,2.15,27.0,23.88,3.58,7.28,0.49,0.5,1.82,3.5,0.52
405,Mark Mitchell,9.1,1.2,4.5,1.3,3.2,0.6,0.5,1.3,35.0,27.1,3.3,6.9,0.47,0.51,2.0,2.7,0.76
406,Parker Stewart,9.1,0.9,3.3,0.5,2.8,0.4,0.2,0.6,32.0,26.2,2.8,7.3,0.38,0.53,1.3,1.6,0.8
407,Kihei Clark,9.1,4.56,2.8,0.36,2.46,0.9,0.06,2.16,32.2,33.42,2.98,7.72,0.38,0.46,2.02,2.56,0.8
408,Mike Jones,9.1,1.0,2.78,0.82,1.95,0.62,0.2,1.27,32.0,18.35,3.1,7.28,0.42,0.53,1.3,1.58,0.8
409,Abdul-Malik Abu,9.08,0.85,6.0,2.25,3.75,0.35,0.65,1.42,32.0,22.7,3.58,7.22,0.49,0.49,1.9,3.05,0.62
410,Eric Hayes,9.08,3.9,2.6,0.42,2.15,0.98,0.18,1.95,33.25,29.17,3.08,6.88,0.44,0.55,1.42,1.62,0.87
411,Devin Booker,9.05,0.78,5.72,2.08,3.62,0.62,0.62,1.55,32.0,24.25,3.5,7.02,0.5,0.51,1.92,2.9,0.65
412,Andrien White,9.0,1.4,3.6,0.3,3.4,0.7,0.0,1.9,31.0,24.3,2.8,7.4,0.38,0.5,1.6,1.9,0.82
414,Jack Clark,9.0,1.5,6.9,2.0,4.9,1.7,0.4,0.5,23.0,26.9,3.4,7.9,0.44,0.51,0.9,1.1,0.84
415,Richard Howell,8.95,1.08,7.8,2.88,4.9,0.8,0.48,1.42,33.0,22.6,3.58,6.9,0.51,0.51,1.78,2.82,0.63
416,Hunter Cattoor,8.95,1.72,3.02,0.2,2.82,1.0,0.22,0.9,29.75,27.4,2.92,6.7,0.43,0.59,1.08,1.45,0.73
417,Alex Len,8.95,0.8,6.6,2.25,4.4,0.2,2.1,1.55,30.0,23.8,3.5,6.4,0.54,0.54,2.0,3.05,0.64
418,Isaiah Swann,8.93,2.72,2.52,0.5,2.02,1.15,0.15,2.28,30.0,24.45,3.12,7.05,0.44,0.54,1.23,1.6,0.76
419,Dorenzo Hudson,8.92,1.28,2.54,0.78,1.74,0.66,0.1,1.64,27.0,25.88,3.16,7.74,0.4,0.45,1.86,2.48,0.73
420,James Robinson,8.9,4.73,3.3,0.47,2.83,1.27,0.23,1.3,34.33,32.33,2.83,7.5,0.38,0.44,2.37,2.97,0.8
421,London Perrantes,8.9,4.15,2.7,0.28,2.42,0.88,0.12,1.52,34.5,32.12,2.88,7.15,0.4,0.51,1.6,2.0,0.81
422,Michael Gbinije,8.82,2.33,2.92,0.8,2.12,1.17,0.25,1.45,30.0,23.32,3.08,6.75,0.46,0.55,1.52,2.35,0.72
424,Derwin Kitchen,8.8,3.33,5.1,1.17,3.93,1.43,0.1,2.1,30.33,28.3,3.13,6.8,0.46,0.51,1.9,2.57,0.72
425,Demarco Cox,8.8,0.6,6.1,2.5,3.6,0.5,0.9,1.4,31.0,26.6,3.7,7.4,0.51,0.51,1.3,2.6,0.49
426,Ra'Sean Dickey,8.8,0.57,5.1,1.67,3.4,0.67,1.1,2.07,29.67,20.3,3.43,5.7,0.6,0.61,1.93,2.77,0.69
428,Brian Oliver,8.8,1.2,3.2,1.1,2.05,0.45,0.3,1.3,29.0,22.25,3.15,8.5,0.38,0.49,0.75,1.0,0.77
429,Ian Miller,8.78,1.72,1.92,0.35,1.58,0.82,0.02,1.7,26.75,21.3,2.92,7.3,0.39,0.48,1.6,2.0,0.8
430,Ben McCauley,8.75,1.78,4.85,1.67,3.2,0.65,0.4,1.52,31.0,23.22,3.35,6.3,0.51,0.52,2.05,2.92,0.7
431,Reggie Johnson,8.75,0.92,7.1,2.52,4.57,0.52,0.98,1.62,29.25,21.78,3.12,6.25,0.5,0.5,2.48,3.48,0.71
432,Tadric Jackson,8.72,1.52,2.2,0.48,1.72,0.52,0.15,1.35,32.75,20.38,3.32,8.28,0.39,0.44,1.27,2.15,0.6
433,Courtney Fells,8.7,1.05,2.92,0.55,2.38,0.8,0.6,1.38,27.75,24.92,3.15,6.92,0.43,0.52,1.2,1.58,0.72
435,V.J. Beachem,8.7,0.62,2.52,0.5,2.0,0.52,0.55,0.7,33.0,22.12,3.12,7.18,0.42,0.53,0.88,1.15,0.72
436,Greg Paulus,8.7,3.38,2.1,0.4,1.72,1.27,0.05,2.2,34.75,27.12,2.75,6.6,0.41,0.52,1.68,2.17,0.76
437,Ekene Ibekwe,8.7,0.68,6.15,2.17,3.98,0.88,1.8,2.03,31.75,20.95,3.2,6.68,0.48,0.48,2.25,3.82,0.58
438,William Frisby,8.7,0.4,6.4,3.1,3.2,0.7,0.4,1.7,28.0,23.8,3.2,7.1,0.45,0.46,2.2,2.6,0.84
439,Femi Odukale,8.7,2.8,3.0,0.65,2.35,0.95,0.35,2.15,26.5,26.4,2.85,6.85,0.43,0.47,2.3,4.0,0.56
440,Tahj Holden,8.7,1.8,4.4,1.1,3.3,1.2,2.0,1.5,30.0,27.9,2.7,6.6,0.41,0.45,2.7,3.8,0.71
441,Anthony Richardson,8.7,1.07,4.13,1.4,2.7,0.83,0.77,1.37,30.33,20.83,3.13,6.7,0.47,0.51,2.03,2.57,0.81
442,Bambale Osby,8.65,0.65,5.2,1.85,3.3,0.4,1.3,2.05,33.5,20.0,3.1,5.8,0.54,0.54,2.5,3.95,0.63
443,Devon Bookert,8.65,2.65,2.82,0.55,2.3,1.1,0.1,1.92,32.75,27.58,2.75,6.6,0.43,0.54,1.65,2.08,0.79
444,Tony Bethel,8.65,2.55,3.65,0.65,3.0,1.5,0.2,1.9,29.0,28.35,2.95,7.0,0.42,0.54,1.0,1.25,0.78
